title,categories,difficulty,hints,series,youtube
Super Smash Bros. Brawl ~ Main Theme,"Screen, Other",Easy,,"Nintendo, Super Smash Bros.",https://www.youtube.com/watch?v=6dwPEYePank
Super Smash Bros. Brawl ~ Ocarina of Time Medley,Locale,Tough,,"Nintendo, Super Smash Bros., The Legend of Zelda",https://www.youtube.com/watch?v=MAZgG1lHcXo
Super Smash Bros. Brawl ~ Road to Viridian City,Locale,Normal,,"Nintendo, Super Smash Bros., Pokemon",https://www.youtube.com/watch?v=F-MmfDIz-To
Super Smash Bros. for Wii U ~ Trophy Rush,Event,Lunatic,,"Nintendo, Super Smash Bros.",https://youtu.be/XXCARdf64H4
Super Smash Bros. Melee ~ DK Rap,"Character, Battle, Vocals",Easy,"If you know the words, you can say it too!","Super Smash Bros., Nintendo, Donkey Kong",https://youtu.be/nS94l7nk5Lc?si=Jd1Q6gv_ZDPUrCDj
Super Smash Bros. Melee ~ Slide,Locale,Normal,Sliding AND fighting?,"Super Smash Bros., Nintendo, Mario",https://youtu.be/DKqX53NNXsk
Super Smash Bros. Ultimate ~ Aria of the Soul,Locale,Tough,,"Nintendo, Super Smash Bros.",https://youtu.be/hQOJnurs-es?si=ECr5lIubPX5F9TQu
Super Smash Bros. Ultimate ~ Galaga Medley,Battle,Lunatic,,"Nintendo, Namco",https://www.youtube.com/watch?v=QZ0kZQxLPKk
Super Smash Bros. Ultimate ~ Galeem/Dharkon (Final Battle),"Battle, Boss, Final Boss",Normal,The final clash between light and dark.,"Nintendo, Super Smash Bros.",https://www.youtube.com/watch?v=w0CCYTRx82k
Super Smash Bros. Ultimate ~ Halland / Dalarna,Locale,Normal,The one who broke Twitter,"Nintendo, Super Smash Bros.",https://youtu.be/ok6LYQwZjkY?si=YE3tKXQVHKxs0sl-
Super Smash Bros. Ultimate ~ Lifelight,"Vocals, Screen, Other",Easy,,"Nintendo, Super Smash Bros.",https://youtu.be/DBE0jeNdBCg
Super Street Fighter II ~ Cammy Theme,Battle,Merciless,,"Capcom, Street Fighter",https://youtu.be/tMNPDiytN_I?si=Iq8-6388IqfYszaY
Tales of Arise ~ Riville Prison Tower (Battle),Battle,Lunatic,The raid to avenge a great man and free this cold land,"Namco, Tales",https://youtu.be/r2MtH41UrtE?si=MEtYC5bjwaGOf8nV
"Tales of Berseria ~ Magilou, the great sorceress",Character,Tough,,"Tales, Namco",https://youtu.be/SWD_sScdetc?si=WlDEyNUyKLBiuGPd
Tales of Berseria ~ The will that opposes reason,"Battle, Boss",Lunatic,,"Tales, Namco",https://youtu.be/y3Bqd1-4OAo?si=zqnggKQ6BtLUjI_6
Tales of Berseria ~ Theme of Velvet,Character,Tough,,"Tales, Namco",https://youtu.be/gGYg5hHPGK0?si=X2xRrv53goaKTj1r
Tales of Symphonia ~ Beat the angel,"Battle, Boss",Lunatic,When you defy heaven,"Namco, Tales",https://youtu.be/56DNAxqmAMU?si=wD_ES65_NCutYqJh
Tales of Symphonia ~ Dry Trail,"Locale, Nature",Lunatic,,"Namco, Tales",https://youtu.be/aRB6wddPj2k?si=NqNWnl6CbnLY60Sa
Tales of Symphonia ~ Lloyd,Character,Normal,,"Namco, Tales",https://youtu.be/q-vS_RKCph8?si=CedPO__fTSLJOTy1
Tales of Symphonia ~ Sheena,Character,Tough,,"Namco, Tales",https://youtu.be/PoNQrUfAM2A?si=2a8RSYTRjZrdMxJG
Tales of Symphonia ~ Zelos,Character,Tough,,"Namco, Tales",https://youtu.be/9SdIz4zOUzs?si=4BVNmws1_LYSJ0SZ
Tales of the Abyss ~ Karma,Screen,Tough,,"Tales, Namco",https://youtu.be/xr5ERcVtcZU?si=fOAfS-7vx_K0LmNH
Tales of the Abyss ~ Meaning of Birth,"Battle, Boss",Lunatic,,"Tales, Namco",https://youtu.be/-SHM-7qMiDs?si=dIrnCQa6U-Hnpn-r
Tales of the Abyss ~ Mirrors,"Cutscene, Character",Lunatic,"This isn't about logic, you worthless reject","Tales, Namco",https://youtu.be/ngjeV4QglIw?si=jjvRecDpgv90eOSO
Tales of Zestiria ~ Competing for the Sake of Our Lands,"Locale, Dungeon, Nature",Lunatic,,"Namco, Tales",https://youtu.be/BBOtlUEutu0?si=k0zxFZOP8icUcin_
Tales of Zestiria ~ Rising Up,"Battle, Boss, Locale, Vocals",Lunatic,A common enemy unites two warring nations. And that enemy is a dragon,"Namco, Tales",https://youtu.be/TaN-_EDOgRs?si=M_sFURSyWhWHm0jX
Tales of Zestiria ~ The Bond of Flames Put to Test,"Locale, Dungeon, Fiery",Lunatic,,"Namco, Tales",https://youtu.be/ld-wztm1ul8?si=Yq4YyNNlsYjZPvKY
Tales of Zestiria ~ The Spirit Guides With the Melodies of Water,"Locale, Dungeon, Aquatic",Lunatic,,"Namco, Tales",https://youtu.be/pMiT2AioOyU?si=2sn0BMamDB-h1z80
Tales of Zestiria ~ Vagrant Zaveid,Battle,Lunatic,,"Namco, Tales",https://www.youtube.com/watch?v=tIPN_W7ZMjI
Tales of Zestiria ~ Wind vs Flash of Sky,"Locale, Dungeon",Lunatic,,"Namco, Tales",https://youtu.be/-D58-SqdO14?si=K5cxhGQWCu_J1_Zi
TCG Pocket ~ Battle Normal,Battle,Easy,,"Nintendo, Pokemon",https://www.youtube.com/watch?v=8-SgNRfZrtM
TCG Pocket ~ Pack Notification,Jingles,Easy,Did you check your phone?,"Nintendo, Pokemon",https://youtu.be/fHgBn0ugkWo
Team Kirby Clash Deluxe ~ Save the Kingdom! Ordeal Quest,Battle,Tough,,"Kirby, Nintendo",https://www.youtube.com/watch?v=Arg7P87I0OU
Team Kirby Clash Deluxe ~ VS. Dark Taranza,"Battle, Character",Tough,"A familiar friend, a parallel foe","Kirby, Nintendo",https://www.youtube.com/watch?v=umBK3z9IvlE
Team Kirby Clash Deluxe ~ VS. King D-Mind,"Battle, Boss",Tough,The parallel king's mirror fusion.,"Kirby, Nintendo",https://www.youtube.com/watch?v=ckMM-_CiQPU
Terraria ~ Space,"Locale, Space",Tough,,Terraria,https://www.youtube.com/watch?v=EroCygxKHwk
The Hundred Line: Last Defense Academy ~ Sirei's Supervision,Character,Tough,"Uuuuup and at em, troops!",Too Kyo Games,https://youtu.be/xr5ERcVtcZU?si=fOAfS-7vx_K0LmNH
The Hundred Line: Last Defense Academy ~ To The Death,"Battle, Boss",Tough,,Too Kyo Games,https://youtu.be/zMoA0o02saQ?si=_qcEmcSLcoPM7Jgi
The Legendary Starfy ~ Boss Battle,"Battle, Boss",Tough,,Nintendo,https://www.youtube.com/watch?v=OtR8W2ulk4M
The Legendary Starfy ~ Chillydip Cove,Snowy,Tough,,Nintendo,https://www.youtube.com/watch?v=Xt4JcCPdLV4
The Legendary Starfy ~ File Select,Screen,Tough,,"Starfy, Nintendo",https://www.youtube.com/watch?v=TG2lhxaLLyk
The Legendary Starfy ~ File Selection,Screen,Normal,,Nintendo,https://www.youtube.com/watch?v=TG2lhxaLLyk
The Legendary Starfy ~ The Final Battle (Mashtooth),"Battle, Final Boss",Tough,,"Starfy, Nintendo",https://www.youtube.com/watch?v=9595Tg8lurE
The Legendary Starfy ~ The Let's Go Theme!,Cutscene,Tough,,"Starfy, Nintendo",https://www.youtube.com/watch?v=3gS8H1F6GwE
The Messenger ~ Arcane Shoppe,Locale,Easy,,"Indie, The Messenger",https://www.youtube.com/watch?v=DuDPAkvekTs
The Messenger ~ Bamboo Boogaloo (Bamboo Creek),"Locale, Nature",Tough,,"Indie, The Messenger",https://www.youtube.com/watch?v=We4N8-GC57E
The Messenger ~ Civilization in the Sky (Cloud Ruins),Locale,Normal,,"Indie, The Messenger",https://www.youtube.com/watch?v=xWlT-nCXJNA
The Murder of Sonic the Hedgehog ~ Vs. Mirage Express (Final Boss),"Battle, Final Boss",Lunatic,Stop that train!,"Sonic, SEGA",https://www.youtube.com/watch?v=luTSyiOIhdU
The Spirit and the Mouse ~ South Square,"Locale, Town & City",Lunatic,,Indie,https://www.youtube.com/watch?v=Sy0yfsCJNhQ
The World Ends With You ~ Amnesia,Cutscene,Lunatic,,"TWEWY, Square Enix",https://youtu.be/rw7Wjj0hu1Y
The World Ends With You ~ Calling,Locale,Easy,,"TWEWY, Square Enix",https://youtu.be/GRh139jrXwo
The World Ends With You ~ Give Me All Your Love,"Battle, Boss",Tough,,"TWEWY, Square Enix",https://youtu.be/V3mHdyiuJRA
The World Ends With You ~ Twister,"Screen, Other",Normal,,"TWEWY, Square Enix",https://youtu.be/Pd6ey70peBE
Tokyo Mirage Sessions #FE ~ Reincarnation,"Character, Locale, Vocals",Tough,,"Nintendo, Fire Emblem, Megami Tensei, Atlus",https://www.youtube.com/watch?v=iON8LyXYmBc
Toree Saturn ~ Rings of Saturn (ft. Johnny Gioeli),"Battle, Vocals",Lunatic,That voice is pretty familiar...,Indie,https://www.youtube.com/watch?v=yV5uMgUM4oM
Torna ~ A Moment of Eternity,"Credits, Vocals",Tough,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=-NYodEt_1uU
"Torna ~ Auresco, Royal Capital","Locale, Town & City",Tough,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=dbFfVLOVvDo
"Torna ~ Auresco, Royal Capital (Night)","Locale, Town & City",Tough,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=Ni0qTLkqoZs
Torna ~ Battle!! (Torna),Battle,Easy,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=_ggwbZMNyWQ
Torna ~ Four-limbed Titan (Gormott),Locale,Normal,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=ufk0ypyRtLE
Torna ~ Kingdom of Torna,Locale,Tough,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=zt-ahfxZSZk
Torna ~ Kingdom of Torna (Night),Locale,Tough,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=cllH7kfP3ZY
Torna ~ Lasaria Woodland,"Locale, Nature",Tough,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=DNRqjasioAU
Torna ~ Our Paths May Never Cross,"Battle, Final Boss",Lunatic,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=kwPl9sgNNWs
Torna ~ Over Despair and Animus,"Battle, Final Boss",Lunatic,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=hZwC_nJ0ixU
Torna ~ The Begnning of Our Memory,"Screen, Other",Tough,,"Nintendo, Xenoblade",https://www.youtube.com/watch?v=p5lMzSnStPI
Touch my Katamari ~ Alien (feat. BAKUBAKU DOKIN),"Other, Vocals",Merciless,,"Katamari, Namco",https://www.youtube.com/watch?v=wL0tu6g6uSg
Trails in the Sky FC ~ Sophisticated Fight,Battle,Lunatic,*Brace* yourself for battle!,Trails,https://youtu.be/Um5EbReY7rA?si=m8X7YwORdm16vorQ
Trials & Tribulations ~ Godot - The Fragrance of Black Coffee,Character,Easy,"Blacker than a moonless night, hotter and more bitter than Hell itself...","Capcom, Ace Attorney",https://youtu.be/2DTjNriHboA
Trials and Tribulations ~ Dahlia Hawthorne - Distant Traces of Beauty,Character,Normal,,"Capcom, Ace Attorney",https://youtu.be/5quxFte-97o?si=mJwL_z34J6s2QoHq
Trials and Tribulations ~ Detention Center - Prisoner's Elegy,Locale,Normal,,"Capcom, Ace Attorney",https://youtu.be/xBk1GIy3m4I?si=Jp0G5yrBtCYcCtpC
Trials and Tribulations ~ Elise Deauxnim - Gentle Melody,Character,Lunatic,,"Capcom, Ace Attorney",https://youtu.be/i_t_dhE1zIE?si=zdX4U81hmpIT43yG
Trials and Tribulations ~ End,Credits,Tough,,"Capcom, Ace Attorney",https://youtu.be/8bzmOd8KP7c?si=PpUf1YvTTlK1b3JL
Trials and Tribulations ~ Furio Tigre - Swingin' Tiger,Character,Tough,Wanted for identity theft,"Capcom, Ace Attorney",https://youtu.be/iFQ8wVjTPiE?si=Hwnq-FcDrdYzplHY
Trials and Tribulations ~ Luke Atmey - I Just Want Love,Character,Tough,,"Capcom, Ace Attorney",https://youtu.be/QJa9u_5_zK4?si=mWkh8Fvc3ieHAjVV
Trials and Tribulations ~ Mask☆deMasque - Pleeeeease Listen!,Character,Tough,,"Capcom, Ace Attorney",https://youtu.be/t1rjTDfLhLM?si=4l3O6wwcM9H7sBym
Trials and Tribulations ~ Objection! 2004,"Character, Event",Tough,,"Capcom, Ace Attorney",https://youtu.be/lpSpJqFVMtc?si=UhjNdP75HbB2pib4
Trials and Tribulations ~ Pressing Pursuit - Caught,Event,Tough,,"Capcom, Ace Attorney",https://youtu.be/wP1DJ_D4chA?si=3devqAsxsg5IgmGJ
Trials and Tribulations ~ Trial,Locale,Normal,,"Capcom, Ace Attorney",https://youtu.be/_TePxy7Hc3M?si=6Oj6wchKU2MemcZE
Twilight Princess ~ Beast Ganon Battle,"Battle, Final Boss",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/b3yP0R0QuCo
Twilight Princess ~ Beast in the Village,"Locale, Town & City",Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/84AFREDztEc?si=Z4nf2nP4xNKVwdyy
Twilight Princess ~ Blizzeta Battle Second Half,"Battle, Boss",Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/GXByr4mxA0U?si=jLWpd17DEml6zl_c
Twilight Princess ~ Death Sword,"Battle, Spooky",Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/8qkapYifSVo
Twilight Princess ~ Faron Woods,"Locale, Nature",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/5LaDXvTyeSE
Twilight Princess ~ Fyrus,"Battle, Boss",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/EgKXwoKz8rk
Twilight Princess ~ Gerudo Desert,"Locale, Desert",Tough,,"Nintendo, The Legend of Zelda",https://www.youtube.com/watch?v=OBE4IqApdAA
Twilight Princess ~ Herd Game,"Event, Other",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/dZA9xJd_2j4
Twilight Princess ~ Hidden Village,"Locale, Event",Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/ymoFpyxVc9Y
Twilight Princess ~ Hyrule Field,Locale,Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/0QLcbBgHFDg
Twilight Princess ~ Kakariko Village,"Locale, Town & City",Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/ZAr1izbL-j4
Twilight Princess ~ Lake Hylia,"Locale, Nature, Aquatic",Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/Q8h2NvbxBaI
Twilight Princess ~ Link Will Save Us,Cutscene,Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/VOkn-sqzqo8?si=rHUGXv3XuXMVdhdK
Twilight Princess ~ Malo Mart,Locale,Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/WUPCX_lASc8
Twilight Princess ~ Midna's Lament,Character,Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/VGGHCsGoiws
Twilight Princess ~ Midna's Theme,Character,Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/FXXT2NLITHQ
Twilight Princess ~ Morpheel Battle (Second Half),"Battle, Boss, Aquatic",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/fQ6JFUt9iiA
Twilight Princess ~ Ooccoo's Theme,Character,Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/qyHbEOUYz1c
Twilight Princess ~ Ook,Battle,Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/k_QG9g5oJGo?si=FqBNxVAF_ZBOYvny
Twilight Princess ~ Orchestra Piece #1,"Screen, Other",Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/Ix4iV4g6pPg
Twilight Princess ~ Ordon Ranch,"Locale, Town & City",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/FunyAr4h2f0
Twilight Princess ~ Ordon Village,"Locale, Town & City",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/8kh7k1QPcQQ
Twilight Princess ~ Postman's Theme,Character,Lunatic,The true American hero,"Nintendo, The Legend of Zelda",https://youtu.be/OoVjfueKEws
Twilight Princess ~ River Game,"Event, Other",Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/ku4oO1tHdSs
Twilight Princess ~ Sacred Grove,"Locale, Nature",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/D5MH-6RkOCM
Twilight Princess ~ Snowpeak,"Locale, Nature, Snowy",Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/QtbEXhx9KeQ
Twilight Princess ~ Staff Credits,Credits,Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/D6VeEyCDhJo
Twilight Princess ~ Title Theme,"Screen, Other",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/tn67exiL9do
Twilight Princess ~ Twilight,"Locale, Spooky",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/s3P3awUTjs8
Twilight Princess ~ Vessel of Light is Full of Tears,Jingles,Merciless,,"Nintendo, The Legend of Zelda",https://youtu.be/LE1IU-ZUTnc?si=LLw3uS50aHeGkirf
Twilight Princess ~ Zant Battle,"Battle, Boss",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/Ay1ujrF_V2Q
Twilight Princess HD ~ Goron Mines,"Locale, Dungeon, Fiery",Normal,,"Nintendo, The Legend of Zelda",https://www.youtube.com/watch?v=ra-CDtQBJCI
Twilight Princess HD ~ Hyrule Castle,"Locale, Dungeon",Tough,,"The Legend of Zelda, Nintendo",https://youtu.be/JjfhHY94Kwc?si=vjG8KQmB1D8RxoqC
Ultimate Marvel vs. Capcom 3 ~ Theme of Phoenix Wright,Character,Tough,,Capcom,https://youtu.be/Lbv5AJDh9o8?si=I_kmPYCnbmEOehea
Ultimate Marvel vs. Capcom 3 ~ Theme of Phoenix Wright (Turnabout Mode),Character,Lunatic,,Capcom,https://youtu.be/IP9PoBlFDp4?si=U54iCml_x3SArDQD
Undertale ~ Another Medium,Locale,Normal,,"Indie, Undertale",https://youtu.be/fduyBqxhXKs
Undertale ~ ASGORE,"Battle, Final Boss",Easy,It was nice to meet you.,"Indie, Undertale",https://www.youtube.com/watch?v=qrtt7mgwCTw
Undertale ~ Battle Against a True Hero,"Battle, Boss",Normal,,"Indie, Undertale",https://youtu.be/xV4pZgTe94E?si=RLXh0lW8SH3rU5FL
Undertale ~ CORE,Locale,Normal,,"Indie, Undertale",https://www.youtube.com/watch?v=WeELPnZqhow
Undertale ~ Death by Glamour,"Battle, Boss",Easy,OHHHH YESSS,"Indie, Undertale",https://youtu.be/qeDIZCc6Cyo?si=5UVdy8LHY6LroV0N
Undertale ~ Dummy!,Battle,Easy,I'm... out of knives,"Indie, Undertale",https://www.youtube.com/watch?v=94JDIBZhSBM
Undertale ~ Enemy Approaching,Battle,Easy,Fight or spare?,"Indie, Undertale",https://youtu.be/g6cK5c_59YQ?si=vyG7TePJ-RN6VyQI
Undertale ~ Ghost Fight,Battle,Normal,Really not feelin up to it,"Indie, Undertale",https://youtu.be/C_5enfN8V8w?si=LHxtSM-zbRRUJNKe
Undertale ~ Heartache,"Battle, Boss",Easy,Turn back. Please.,"Indie, Undertale",https://www.youtube.com/watch?v=XJ9XtKJHvjQ
Undertale ~ Here We Are,"Locale, Spooky",Normal,And here we are! (Not Kirby),"Indie, Undertale",https://youtu.be/52olsp3GUqY?si=Bm2RkR5UrnEdGFKh
Undertale ~ His Theme,Character,Normal,,"Indie, Undertale",https://youtu.be/pMXxxFeZAPg?si=ssjwFIvuPWn4QxgY
Undertale ~ Home,Locale,Easy,"Despite everything, it's still...","Indie, Undertale",https://www.youtube.com/watch?v=J_hJDitrh8M
Undertale ~ Home (Music Box),Locale,Normal,,"Indie, Undertale",https://youtu.be/vC1GAZ62NPg?si=cNymCrGnenXU-M-h
Undertale ~ It's Raining Somewhere Else,Event,Normal,,"Indie, Undertale",https://www.youtube.com/watch?v=YidmA4DCjGc
Undertale ~ MEGALOVANIA,"Battle, Final Boss",Easy,,"Indie, Undertale",https://www.youtube.com/watch?v=0FCvzsVlXpQ
Undertale ~ Once Upon a Time,Cutscene,Easy,,"Indie, Undertale",https://youtu.be/0AQMAth2gio?si=biBduNl8FJ_bexvJ
Undertale ~ Ruins,Locale,Easy,,"Indie, Undertale",https://youtu.be/oHZDWwW6iXs?si=2tSJjBAIg4Vofngg
Undertale ~ Snowdin Town,"Locale, Town & City, Snowy",Easy,,"Indie, Undertale",https://youtu.be/LETChg7kPJo?si=xie07Qb-0qeWFsOm
Undertale ~ Snowy,"Locale, Snowy",Easy,"This, however, is a snow poff","Indie, Undertale",https://youtu.be/QZ1Jp-Wg7b0?si=sKs86LsmMx6riaaH
Undertale ~ Song That Might Play When You Fight Sans,Battle,Normal,It's never heard in game,"Indie, Undertale",https://www.youtube.com/watch?v=47GvY9rOMUs
Undertale ~ Start Menu,Screen,Easy,,"Indie, Undertale",https://youtu.be/5BrJzFtOnwo?si=I-PauK8TU6r9IbPt
Undertale ~ Waterfall,"Locale, Nature",Normal,The flowers echo,"Indie, Undertale",https://www.youtube.com/watch?v=Zb52aE6IZuY
Undertale ~ Your Best Friend,Character,Easy,Friendliness pellets!,"Indie, Undertale",https://youtu.be/MacoenOy9Ss?si=SkGorhG39sx5J4lK
"Unicorn Overlord ~ Farde Mal Diavolo (Come, Foul Daemon)","Vocals, Battle, Final Boss",Merciless,,SEGA,https://www.youtube.com/watch?v=vui8xcRSxtA
Unpacking ~ Lost and Found,Other,Lunatic,A game about moving,"Indie, Other",https://www.youtube.com/watch?v=LBvQQ-1T1hI
VA-11 HALL-A ~ Another Satisfied Customer,Screen,Normal,"Thank you, come again!","Indie, VA-11 HALL-A",https://youtu.be/vFrFYXo5YJs
VA-11 HALL-A ~ Every Day is Night,Other,Easy,,"Indie, VA-11 HALL-A",https://www.youtube.com/watch?v=H-AfGh8gmiQ
VA-11 HALL-A ~ Go! Go! Streaming-Chan!,Character,Tough,8888888888888888,"Indie, VA-11 HALL-A",https://youtu.be/Vt1dxYxOc6Q
VA-11 HALL-A ~ Hopes and Dreams,"Screen, Other",Easy,"Mix drinks, change lives","Indie, VA-11 HALL-A",https://youtu.be/utYouad0v5E
VA-11 HALL-A ~ Your Love is a Drug,Other,Normal,*Kira*! Miki!,"Indie, VA-11 HALL-A",https://youtu.be/fBgVj1zabVc
Virtue's Last Reward ~ Blue Bird Lamentation,Cutscene,Tough,,"Spike Chunsoft, 999",https://www.youtube.com/watch?v=gFJ1r6_4mW4
Wario Land: Shake It! ~ Glittertown / Neon City,"Locale, Town & City",Lunatic,,"Nintendo, Wario",https://youtu.be/f7JWJiz3Yuo?si=2zhc6_x8ExwpTfLn
Wario Land: Shake It! ~ Main Menu,Screen,Normal,On a treasure hunt through the Shake Dimension!,"Nintendo, Wario",https://www.youtube.com/watch?v=P8S7-dQyMr0
Wario Land: Shake It! ~ Slipshod Slopes / Freezing Fields,Snowy,Lunatic,,"Nintendo, Wario",https://youtu.be/HkI0-Ss19kM?si=FOsL697wtd94Dr5z
Wario World ~ Greenhorn Ruins,Locale,Tough,GREED IS GOOD,"Wario, Nintendo",https://youtu.be/b4mRKfZic_U
Wario: Master of Disguise ~ The Silver Zephyr (Count Cannoli),Character,Lunatic,Buongiorno!,"Wario, Nintendo",https://www.youtube.com/watch?v=ldd1Hln9sMk
WarioWare ~ 9Volt and 18Volt,Jingles,Tough,,"Nintendo, WarioWare",https://www.youtube.com/watch?v=_1A3gxClGj4
WarioWare: Get It Together ~ Jimmy T (Boss),Jingles,Tough,,"Nintendo, WarioWare",https://www.youtube.com/watch?v=c659oY3Rp5M
WarioWare: Get It Together ~ Mona (Boss),Jingles,Tough,,"Nintendo, WarioWare",https://www.youtube.com/watch?v=IUowq7HqeK8
Warriors Orochi 3 ~ Ryu Hayabusa's Theme,Character,Lunatic,,"Koei Tecmo, Ninja Gaiden",https://youtu.be/4jaIUlz-wNU?si=60Bvd10aIy777J0g
We Love Katamari ~ Baby Universe,Vocals,Tough,,"Katamari, Namco",https://www.youtube.com/watch?v=ZJXNFtYCtVI
We Love Katamari ~ Dan Don Fuga (King's Theme),Character,Tough,,Namco,https://www.youtube.com/watch?v=y-pE9j98jP0
We Love Katamari ~ Everlasting Love,Vocals,Tough,Get ready to race!,"Katamari, Namco",https://www.youtube.com/watch?v=xaeYqAMq_pk
Wii Party ~ Main Menu,Screen,Normal,,"Wii, Nintendo",https://www.youtube.com/watch?v=fzepGtfHL9A
Wii Sports ~ Bowling,"Event, Other",Tough,,"Nintendo, Wii",https://www.youtube.com/watch?v=lWZMQ5Hgi38
Wii Sports ~ Boxing - Results,"Screen, Other",Normal,,"Nintendo, Wii",https://www.youtube.com/watch?v=djcxpI31DpM
Wii Sports ~ Tennis - Select Position,"Screen, Other",Tough,,"Nintendo, Wii",https://www.youtube.com/watch?v=MTZDvnroiKM
Wii Sports ~ Title Screen,"Screen, Other",Easy,,"Nintendo, Wii",https://www.youtube.com/watch?v=1AtjZTr36v4
Wild Arms ~ Into the Wilderness,"Screen, Other",Merciless,,Wild Arms,https://youtu.be/onw_5DGTP_I?si=f0SmmUmzek0DApvA
Wind Waker ~ Ceremony in the Woods,"Cutscene, Forest",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/0Tn7pQRefOo?si=op3iHB0I_J1i9r-Y
Wind Waker ~ Dragon Roost Island,Locale,Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/SfaNKs2KZ1o?si=KdomYCEDIn_9vQvA
Wind Waker ~ Earth Temple,"Dungeon, Spooky",Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/Uek-U3P9KCg?si=ku7EgzPbZ7rZ_UoN
Wind Waker ~ Forest Haven,"Locale, Nature, Forest",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/Y_z6D-eK5uI?si=udZsMZXieNlUPLLn
Wind Waker ~ Ganondorf Battle,"Battle, Final Boss",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/4PYb7I_Je10?si=NFm9JeqZfhvelDTo
Wind Waker ~ Gohdan,"Battle, Boss",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/wHzL76xcmOA?si=i5afDAz8sA569xHr
Wind Waker ~ Gohma Battle First Half,"Battle, Boss, Fiery",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/z4V_i-Nh0Ng?si=Fowxsg-zMCBxKySW
Wind Waker ~ GRA-A-ANDMA!,"Locale, Character",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/lP42TXIsXKg?si=pjyQTqPDEh5Ba2nk
Wind Waker ~ Helmaroc King,"Battle, Boss",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/kNlCklrJzkg?si=q-2T3aKv6x-90xaG
Wind Waker ~ Jalhalla,"Battle, Boss, Spooky",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/v9K2UN0b130?si=f0070ASOn60S_CBV
Wind Waker ~ Makar's Prayer,Cutscene,Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/so70dGIrCwM?si=ZDDSeHYhziEcUoS6
Wind Waker ~ Medli's Prayer,Cutscene,Lunatic,,"Nintendo, The Legend of Zelda",https://youtu.be/wFIEVlf7g_Y?si=bsEGl6yfZ7gqGOqS
Wind Waker ~ Molgera,"Battle, Boss",Normal,,"Nintendo, The Legend of Zelda",https://youtu.be/NJeuXdPDYSE?si=DRc1roRRLozOc-53
Wind Waker ~ Molgera (2nd Time),"Battle, Boss",Tough,,"Nintendo, The Legend of Zelda",https://youtu.be/RUvBoUi8vOU?si=yIBb1hbb6C6kXzE5
Wind Waker ~ Ocean,"Locale, Aquatic",Easy,,"Nintendo, The Legend of Zelda",https://youtu.be/xV9_iMpXv-U?si=wQVhupNm3kZm-FcZ
